created_at,peer_id,step,question_raw,question_norm,cluster_key,count,last_seen_at
2026-03-26T12:18:21+02:00,7010448554,schedule_confirm,Ставки нет я так понимаю?,ставки нет я так понимаю,ставки нет я так понимаю,1,2026-03-26T12:18:21+02:00
2026-03-26T12:19:12+02:00,7010448554,schedule_confirm,Они на самой платформе за действия оплачивают?,они на самой платформе за действия оплачивают,они на самой платформе за действия оплачивают,1,2026-03-26T12:19:12+02:00
2026-03-26T12:35:49+02:00,8747128605,voice_wait,яка платформа?,яка платформа,яка платформа,1,2026-03-26T12:35:49+02:00
2026-03-26T12:36:29+02:00,8747128605,voice_wait,мене цікавить назва сайту? не Дрім Сінглс?,мене цікавить назва сайту не дрім сінглс,мене цікавить назва сайту не дрім сінглс,1,2026-03-26T12:36:29+02:00
2026-03-26T13:00:07+02:00,6519945498,screening_wait,Напишіть що таке дейтинг,напишіть що таке дейтинг,напишіть що таке дейтинг,1,2026-03-26T13:00:07+02:00
2026-03-26T13:01:23+02:00,6519945498,screening_wait,Так а скільки це коштує?,так а скільки це коштує,так а скільки це коштує,1,2026-03-26T13:01:23+02:00
2026-03-26T16:45:59+02:00,733133292,schedule_confirm,есть обязательные заходы в день?,есть обязательные заходы в день,есть обязательные заходы в день,1,2026-03-26T16:45:59+02:00
2026-03-26T17:01:10+02:00,834099549,schedule_shift_wait,Який графік роботи?,який графік роботи,який графік роботи,1,2026-03-26T17:01:10+02:00
2026-03-26T20:52:23+02:00,7981848936,company_intro,Суть вакансії,суть вакансії,суть вакансії,1,2026-03-26T20:52:23+02:00
2026-03-26T21:18:24+02:00,5010774626,schedule_shift_wait,Поки що жоден,поки що жоден,поки що жоден,1,2026-03-26T21:18:24+02:00
2026-03-26T21:22:02+02:00,5010774626,schedule_shift_wait,А наскільки активне спілкування? Прямо нон -стоп?,а наскільки активне спілкування прямо нон стоп,а наскільки активне спілкування прямо нон стоп,1,2026-03-26T21:22:02+02:00
2026-03-26T23:22:33+02:00,6609062429,screening_wait,когда то очень давно работала в такой сфере,когда то очень давно работала в такой сфере,когда то очень давно работала в такой сфере,1,2026-03-26T23:22:33+02:00
2026-03-27T09:00:36+02:00,721121885,test_review,"Ссылка не открывается,чтоб ознакомиться",ссылка не открываетсячтоб ознакомиться,ссылка не открываетсячтоб ознакомиться,1,2026-03-27T09:00:36+02:00
2026-03-27T10:30:51+02:00,636063654,screening_wait,"Цікавить. Вік 40. Вище писав. Досвід невеликий але є, на платформі https://match-club.club/",цікавить вік 40 вище писав досвід невеликий але є на платформі httpsmatchclubclub,цікавить вік 40 вище писав досвід невеликий але є на платформі httpsmatchclubclub,2,2026-03-27T10:30:51+02:00
2026-03-27T10:59:28+02:00,274113052,screening_wait,Скільки часу потрібно приділяти роботі?,скільки часу потрібно приділяти роботі,скільки часу потрібно приділяти роботі,1,2026-03-27T10:59:28+02:00
2026-03-27T11:50:37+02:00,517861276,schedule_confirm,що далі?,що далі,що далі,1,2026-03-27T11:50:37+02:00
2026-03-27T11:57:29+02:00,940325508,screening_wait,"Привіт 👋
Я адміністратор Telegram-каналів у ніші вакансій.

📌 Канали:
• Робота Буде
• База Вакансій

Жива аудиторія, регулярні розміщення, гарна віддача. Щопонеділка прийоми аудиторії.

Відкриті лінки на наші канали:
https://t.me/+hW-9YjqL-pE3NmJi
https://t.me/+ZVksq3eA7slhYzZi

✅Цікавить співпраця?",привіт  я адміністратор telegramканалів у ніші вакансій  канали  робота буде  база вакансій жива аудиторія регулярні розміщення гарна віддача щопонеділка прийоми аудиторії відкриті лінки на наші канали httpstmehw9yjqlpe3nmji httpstmezvksq3ea7slhyzzi цікавить співпраця,привіт  я адміністратор telegramканалів у ніші вакансій  канали  робота буде  база вакансій жива аудиторія регулярні розміщення гарна віддача щопонеділка прийом,1,2026-03-27T11:57:29+02:00
2026-03-27T12:29:27+02:00,7012348365,schedule_shift_wait,"Денний, рівень заробітку залежить від графіку?",денний рівень заробітку залежить від графіку,денний рівень заробітку залежить від графіку,1,2026-03-27T12:29:27+02:00
2026-03-27T12:31:19+02:00,7012348365,schedule_shift_wait,"Напишіть, будь ласка, більш детально про діяльність ваших співробітників.",напишіть будь ласка більш детально про діяльність ваших співробітників,напишіть будь ласка більш детально про діяльність ваших співробітників,1,2026-03-27T12:31:19+02:00
2026-03-27T12:32:54+02:00,7012348365,schedule_shift_wait,"Так, що саме хочете обговорити.",так що саме хочете обговорити,так що саме хочете обговорити,1,2026-03-27T12:32:54+02:00
2026-03-27T12:36:48+02:00,629608281,screening_wait,"Не мав справи 
Так цікавить",не мав справи так цікавить,не мав справи так цікавить,1,2026-03-27T12:36:48+02:00
2026-03-27T14:51:25+02:00,7575334645,voice_wait,Тобто тільки переписка з моєї сторони,тобто тільки переписка з моєї сторони,тобто тільки переписка з моєї сторони,1,2026-03-27T14:51:25+02:00
2026-03-27T14:56:24+02:00,7575334645,schedule_confirm,І якщо  я захочу піти з роботи чи є якісь умови,і якщо я захочу піти з роботи чи є якісь умови,і якщо я захочу піти з роботи чи є якісь умови,1,2026-03-27T14:56:24+02:00
2026-03-27T14:57:04+02:00,7575334645,schedule_confirm,Коли я можу приступити до роботи,коли я можу приступити до роботи,коли я можу приступити до роботи,1,2026-03-27T14:57:04+02:00
2026-03-27T15:50:29+02:00,8534718644,company_intro,А можете без заумных слов пояснить суть моей работы? Что конкретно от меня требуется!?,а можете без заумных слов пояснить суть моей работы что конкретно от меня требуется,а можете без заумных слов пояснить суть моей работы что конкретно от меня требуется,1,2026-03-27T15:50:29+02:00
2026-03-27T15:51:39+02:00,8534718644,company_intro,Что такое инвайт? И почему именно мужчин?,что такое инвайт и почему именно мужчин,что такое инвайт и почему именно мужчин,1,2026-03-27T15:51:39+02:00
2026-03-27T15:51:53+02:00,8534718644,company_intro,Это типо развод русс?,это типо развод русс,это типо развод русс,1,2026-03-27T15:51:53+02:00
2026-03-27T15:52:40+02:00,8534718644,company_intro,А я типо в роли девушки должен быть?,а я типо в роли девушки должен быть,а я типо в роли девушки должен быть,1,2026-03-27T15:52:40+02:00
2026-03-27T15:53:44+02:00,8534718644,company_intro,"Вы когда пишите что есть работа, указывайте то что нужно будет сидеть под видом девшуки, и разводить людей",вы когда пишите что есть работа указывайте то что нужно будет сидеть под видом девшуки и разводить людей,вы когда пишите что есть работа указывайте то что нужно будет сидеть под видом девшуки и разводить людей,1,2026-03-27T15:53:44+02:00
2026-03-27T15:54:22+02:00,8534718644,company_intro,Ты можешь нормально отвечать а не как бот?,ты можешь нормально отвечать а не как бот,ты можешь нормально отвечать а не как бот,1,2026-03-27T15:54:22+02:00
2026-03-27T17:39:01+02:00,6230552240,schedule_shift_wait,А можна свій графік? З 15:00 по 01:00,а можна свій графік з 1500 по 0100,а можна свій графік з 1500 по 0100,1,2026-03-27T17:39:01+02:00
2026-03-27T18:44:43+02:00,482033958,screening_fit,Є питання щодо оплати:чи є фіксована ставка?чи є автоклікер?,є питання щодо оплатичи є фіксована ставкачи є автоклікер,є питання щодо оплатичи є фіксована ставкачи є автоклікер,1,2026-03-27T18:44:43+02:00
2026-03-27T21:01:20+02:00,5193433209,value_hook,Возможна неполная занятость?,возможна неполная занятость,возможна неполная занятость,1,2026-03-27T21:01:20+02:00
2026-04-07T14:32:21+03:00,8155984841,form_handoff,Що за сайт?,що за сайт,що за сайт,2,2026-04-07T14:32:21+03:00
2026-03-27T21:39:30+02:00,1342393712,income_model,Так що за сайт?,так що за сайт,так що за сайт,1,2026-03-27T21:39:30+02:00
2026-03-27T21:39:43+02:00,1342393712,income_model,Назва,назва,назва,1,2026-03-27T21:39:43+02:00
2026-03-27T23:39:09+02:00,5267695155,income_model,Так общение по шаблону?,так общение по шаблону,так общение по шаблону,1,2026-03-27T23:39:09+02:00
2026-03-27T23:43:22+02:00,8238327118,income_model,У меня есть опыт оператором чата в дейтингу.у вас штрафы есть и как сайт называется у вас?,у меня есть опыт оператором чата в дейтингуу вас штрафы есть и как сайт называется у вас,у меня есть опыт оператором чата в дейтингуу вас штрафы есть и как сайт называется у вас,1,2026-03-27T23:43:22+02:00
2026-03-27T23:50:49+02:00,5267695155,income_model,Не интересует,не интересует,не интересует,1,2026-03-27T23:50:49+02:00
2026-03-28T01:33:25+02:00,534801404,objection_gate,"Не дуже, яка сфера, дейтинг?",не дуже яка сфера дейтинг,не дуже яка сфера дейтинг,1,2026-03-28T01:33:25+02:00
2026-03-28T01:34:02+02:00,534801404,objection_gate,Секс на мужиками в тексті?,секс на мужиками в тексті,секс на мужиками в тексті,1,2026-03-28T01:34:02+02:00
2026-03-28T01:35:41+02:00,534801404,objection_gate,У вас по іншому?,у вас по іншому,у вас по іншому,1,2026-03-28T01:35:41+02:00
2026-03-31T16:22:33+03:00,1253762731,income_model,Ні,ні,ні,4,2026-03-31T16:22:33+03:00
2026-03-28T01:36:16+02:00,534801404,objection_gate,Ти бот?,ти бот,ти бот,1,2026-03-28T01:36:16+02:00
2026-03-28T01:36:33+02:00,534801404,objection_gate,Володька тут?,володька тут,володька тут,1,2026-03-28T01:36:33+02:00
2026-03-28T08:44:45+02:00,757913401,screening_fit,Ты вы пришлёте голосовое сообщение?,ты вы пришлёте голосовое сообщение,ты вы пришлёте голосовое сообщение,1,2026-03-28T08:44:45+02:00
2026-03-28T08:47:57+02:00,757913401,income_model,Да можно,да можно,да можно,1,2026-03-28T08:47:57+02:00
2026-03-28T08:50:08+02:00,757913401,income_model,Так нужно паспорт?,так нужно паспорт,так нужно паспорт,1,2026-03-28T08:50:08+02:00
2026-03-28T08:51:04+02:00,759183782,form_handoff,Пример?,пример,пример,1,2026-03-28T08:51:04+02:00
2026-03-28T10:19:35+02:00,1013692745,objection_gate,"Не дуже
Можна ще подробиці, та від чого залежить зп?",не дуже можна ще подробиці та від чого залежить зп,не дуже можна ще подробиці та від чого залежить зп,1,2026-03-28T10:19:35+02:00
2026-03-28T10:26:26+02:00,1013692745,form_handoff,"Дякую! Поки що не готова надавати документ до початку співпраці.
Чи можемо спочатку пройти навчання або тестовий період без верифікації",дякую поки що не готова надавати документ до початку співпраці чи можемо спочатку пройти навчання або тестовий період без верифікації,дякую поки що не готова надавати документ до початку співпраці чи можемо спочатку пройти навчання або тестовий період без верифікації,1,2026-03-28T10:26:26+02:00
2026-03-28T13:05:06+02:00,8392388782,shift_close,"нічну , можу вже сьогодні почати працювати?",нічну  можу вже сьогодні почати працювати,нічну  можу вже сьогодні почати працювати,1,2026-03-28T13:05:06+02:00
2026-03-28T13:13:55+02:00,8392388782,form_handoff,для чого документ ?,для чого документ,для чого документ,1,2026-03-28T13:13:55+02:00
2026-03-28T14:28:55+02:00,908919639,income_model,какая анкета ? От чьего лица ведется переписка,какая анкета  от чьего лица ведется переписка,какая анкета  от чьего лица ведется переписка,1,2026-03-28T14:28:55+02:00
2026-03-28T14:29:41+02:00,908919639,income_model,Ну анкетта с моими данными и фото или левые ?,ну анкетта с моими данными и фото или левые,ну анкетта с моими данными и фото или левые,1,2026-03-28T14:29:41+02:00
2026-03-28T15:43:51+02:00,1814018059,form_handoff,А яка зп?,а яка зп,а яка зп,1,2026-03-28T15:43:51+02:00
2026-03-28T18:32:59+02:00,8022487638,income_model,тобто якщо зразу почну кошти не отримаю?,тобто якщо зразу почну кошти не отримаю,тобто якщо зразу почну кошти не отримаю,1,2026-03-28T18:32:59+02:00
2026-03-28T18:33:43+02:00,8022487638,income_model,А коли я отримаю перші кошти,а коли я отримаю перші кошти,а коли я отримаю перші кошти,1,2026-03-28T18:33:43+02:00
2026-03-28T18:44:08+02:00,1319560865,income_model,"І коли ж це буде перша зарплата, через місяць?",і коли ж це буде перша зарплата через місяць,і коли ж це буде перша зарплата через місяць,1,2026-03-28T18:44:08+02:00
2026-04-08T21:21:30+03:00,474467642,value_hook,"Так, цікавить",так цікавить,так цікавить,2,2026-04-08T21:21:30+03:00
2026-03-28T22:06:19+02:00,5090883041,objection_gate,Поки що все зрозуміло.,поки що все зрозуміло,поки що все зрозуміло,1,2026-03-28T22:06:19+02:00
2026-03-28T23:05:40+02:00,758494480,value_hook,доброго вечора. цікавить одне: офіс чи ні?,доброго вечора цікавить одне офіс чи ні,доброго вечора цікавить одне офіс чи ні,1,2026-03-28T23:05:40+02:00
2026-03-28T23:07:11+02:00,758494480,objection_gate,що входить в обовʼязки? у чому заключається «спілкування»?,що входить в обовʼязки у чому заключається спілкування,що входить в обовʼязки у чому заключається спілкування,1,2026-03-28T23:07:11+02:00
2026-03-29T10:27:23+03:00,5637114637,form_handoff,Якщо я закордоном це щось змінює?,якщо я закордоном це щось змінює,якщо я закордоном це щось змінює,1,2026-03-29T10:27:23+03:00
2026-03-29T10:28:53+03:00,5637114637,form_handoff,А можна денну не з 14 а з іншого часу?,а можна денну не з 14 а з іншого часу,а можна денну не з 14 а з іншого часу,1,2026-03-29T10:28:53+03:00
2026-03-29T10:30:25+03:00,5637114637,form_handoff,"Якщо я більше не захочу працювати,мені просто повідомити?",якщо я більше не захочу працюватимені просто повідомити,якщо я більше не захочу працюватимені просто повідомити,1,2026-03-29T10:30:25+03:00
2026-03-29T10:32:33+03:00,5637114637,form_handoff,Можна пізніше?,можна пізніше,можна пізніше,1,2026-03-29T10:32:33+03:00
2026-03-29T12:03:03+03:00,1499540294,shift_close,Якщо наприклад починати зміну о 15.00?,якщо наприклад починати зміну о 1500,якщо наприклад починати зміну о 1500,1,2026-03-29T12:03:03+03:00
2026-03-29T22:42:54+03:00,5192071505,income_model,Це онліфанс?,це онліфанс,це онліфанс,1,2026-03-29T22:42:54+03:00
2026-03-29T22:43:19+03:00,5192071505,income_model,Чи є щось кримінальне?,чи є щось кримінальне,чи є щось кримінальне,1,2026-03-29T22:43:19+03:00
2026-03-29T22:49:56+03:00,5192071505,income_model,Чи можна подумати?,чи можна подумати,чи можна подумати,1,2026-03-29T22:49:56+03:00
2026-03-29T23:05:20+03:00,5192071505,income_model,Скільки мінімально я можу отримувати в місяць?,скільки мінімально я можу отримувати в місяць,скільки мінімально я можу отримувати в місяць,1,2026-03-29T23:05:20+03:00
2026-03-30T02:08:17+03:00,903748310,objection_gate,"Я працював в сфері дейтингу 8 років. 
Чи є у вас карʼєрне зростання? 
Мені заговорити американського діда та розкрутити його на подарунок - це день спілкування. І він буде нормально вливати кошти, мене цікавить саме карʼєрне зростання",я працював в сфері дейтингу 8 років чи є у вас карʼєрне зростання мені заговорити американського діда та розкрутити його на подарунок  це день спілкування і він буде нормально вливати кошти мене цікавить саме карʼєрне зростання,я працював в сфері дейтингу 8 років чи є у вас карʼєрне зростання мені заговорити американського діда та розкрутити його на подарунок  це день спілкування і він,1,2026-03-30T02:08:17+03:00
2026-03-30T07:46:35+03:00,1193568261,shift_close,Хочу спочатку дізнатися подробиці роботи,хочу спочатку дізнатися подробиці роботи,хочу спочатку дізнатися подробиці роботи,1,2026-03-30T07:46:35+03:00
2026-03-30T07:58:28+03:00,1193568261,shift_close,В чому заключається ця робота,в чому заключається ця робота,в чому заключається ця робота,1,2026-03-30T07:58:28+03:00
2026-03-30T08:00:09+03:00,1193568261,shift_close,На якій платформі ви працюєте?,на якій платформі ви працюєте,на якій платформі ви працюєте,1,2026-03-30T08:00:09+03:00
2026-03-30T08:52:12+03:00,5444499426,objection_gate,Учение оплачивается,учение оплачивается,учение оплачивается,1,2026-03-30T08:52:12+03:00
2026-03-30T08:58:14+03:00,5444499426,form_handoff,"Разница большая между ними ?

Сменами",разница большая между ними  сменами,разница большая между ними  сменами,1,2026-03-30T08:58:14+03:00
2026-03-30T08:58:32+03:00,5444499426,form_handoff,По заработку,по заработку,по заработку,1,2026-03-30T08:58:32+03:00
2026-03-30T10:04:08+03:00,789237680,shift_close,"Ну краще нічна, а взагалі можливости працювати у ранкову змінну немає ? Було б чудово",ну краще нічна а взагалі можливости працювати у ранкову змінну немає  було б чудово,ну краще нічна а взагалі можливости працювати у ранкову змінну немає  було б чудово,1,2026-03-30T10:04:08+03:00
2026-03-30T10:04:46+03:00,1506770525,shift_close,Інших графіків не передбачається?,інших графіків не передбачається,інших графіків не передбачається,1,2026-03-30T10:04:46+03:00
2026-03-30T10:07:27+03:00,8248912528,objection_gate,Навчання за 8 днів оплачується,навчання за 8 днів оплачується,навчання за 8 днів оплачується,1,2026-03-30T10:07:27+03:00
2026-03-30T10:08:49+03:00,8248912528,objection_gate,За 8 днів,за 8 днів,за 8 днів,1,2026-03-30T10:08:49+03:00
2026-04-13T17:07:56+03:00,8283524208,shift_close,суть роботи,суть роботи,суть роботи,2,2026-04-13T17:07:56+03:00
2026-03-30T10:12:10+03:00,5041520726,objection_gate,А про що спілкуватись?,а про що спілкуватись,а про що спілкуватись,1,2026-03-30T10:12:10+03:00
2026-03-30T10:14:18+03:00,5041520726,income_model,Потрібно спілкуватися на якій мові?,потрібно спілкуватися на якій мові,потрібно спілкуватися на якій мові,1,2026-03-30T10:14:18+03:00
2026-03-30T10:20:53+03:00,800571843,value_hook,"Підкажіть будь ласка години роботи та перерви, я просто в декреті зараз",підкажіть будь ласка години роботи та перерви я просто в декреті зараз,підкажіть будь ласка години роботи та перерви я просто в декреті зараз,1,2026-03-30T10:20:53+03:00
2026-03-30T10:23:56+03:00,800571843,objection_gate,Навчання оплачується чи ні?,навчання оплачується чи ні,навчання оплачується чи ні,1,2026-03-30T10:23:56+03:00
2026-03-30T10:27:46+03:00,905678845,value_hook,"Доброго дня
Що саме входить в обовʼязки?",доброго дня що саме входить в обовʼязки,доброго дня що саме входить в обовʼязки,1,2026-03-30T10:27:46+03:00
2026-03-31T16:00:48+03:00,696265486,shift_close,В чому заключається робота?,в чому заключається робота,в чому заключається робота,2,2026-03-31T16:00:48+03:00
2026-03-30T12:29:52+03:00,1421665102,objection_gate,Мені треба буде спілкуватися з кимось?,мені треба буде спілкуватися з кимось,мені треба буде спілкуватися з кимось,1,2026-03-30T12:29:52+03:00
2026-03-30T13:01:32+03:00,800571843,form_handoff,Як виплачується зп два рази чи один?,як виплачується зп два рази чи один,як виплачується зп два рази чи один,1,2026-03-30T13:01:32+03:00
2026-03-30T13:34:21+03:00,540574503,value_hook,"Доброго дня! Підкажіть, будь ласка,працювати 8 годин потрібно підряд чи можна коли є можливість?",доброго дня підкажіть будь ласкапрацювати 8 годин потрібно підряд чи можна коли є можливість,доброго дня підкажіть будь ласкапрацювати 8 годин потрібно підряд чи можна коли є можливість,1,2026-03-30T13:34:21+03:00
2026-03-30T14:39:14+03:00,864895169,value_hook,Якого типу листування?,якого типу листування,якого типу листування,1,2026-03-30T14:39:14+03:00
2026-03-30T19:22:24+03:00,715320221,form_handoff,"Маю питання, чи можливий графік роботи з 16 до 24 наприклад?",маю питання чи можливий графік роботи з 16 до 24 наприклад,маю питання чи можливий графік роботи з 16 до 24 наприклад,1,2026-03-30T19:22:24+03:00
2026-03-31T10:08:27+03:00,1136974071,income_model,Куди надходитимуть мені виплати?,куди надходитимуть мені виплати,куди надходитимуть мені виплати,1,2026-03-31T10:08:27+03:00
2026-03-31T10:10:36+03:00,5280318750,shift_close,"А чи можна вибрати наприклад нічну,а потім перейти на денну?",а чи можна вибрати наприклад нічнуа потім перейти на денну,а чи можна вибрати наприклад нічнуа потім перейти на денну,1,2026-03-31T10:10:36+03:00
2026-03-31T10:17:04+03:00,5175733464,value_hook,Доброго дня яка робота що потрібно робити?,доброго дня яка робота що потрібно робити,доброго дня яка робота що потрібно робити,1,2026-03-31T10:17:04+03:00
2026-03-31T10:24:31+03:00,776903257,income_model,Стосовно оплати куди кошти мені будуть надходити?,стосовно оплати куди кошти мені будуть надходити,стосовно оплати куди кошти мені будуть надходити,1,2026-03-31T10:24:31+03:00
2026-03-31T10:30:26+03:00,8050128875,income_model,А яка зарплата?,а яка зарплата,а яка зарплата,1,2026-03-31T10:30:26+03:00
2026-03-31T10:31:23+03:00,8050128875,income_model,"Тоді ні, мене цікавить дохід 30000",тоді ні мене цікавить дохід 30000,тоді ні мене цікавить дохід 30000,1,2026-03-31T10:31:23+03:00
2026-03-31T10:31:50+03:00,8050128875,income_model,За 400 доларів у Польщі навіть квартиру не можна винайняти,за 400 доларів у польщі навіть квартиру не можна винайняти,за 400 доларів у польщі навіть квартиру не можна винайняти,1,2026-03-31T10:31:50+03:00
2026-03-31T10:33:19+03:00,731385015,value_hook,В чому конкретно полягає робота?,в чому конкретно полягає робота,в чому конкретно полягає робота,1,2026-03-31T10:33:19+03:00
2026-03-31T10:36:48+03:00,6161921114,value_hook,Цікавить,цікавить,цікавить,1,2026-03-31T10:36:48+03:00
2026-03-31T10:51:12+03:00,731385015,income_model,Спілкування від свого імені?,спілкування від свого імені,спілкування від свого імені,1,2026-03-31T10:51:12+03:00
2026-03-31T10:51:41+03:00,886657490,income_model,Коли проходять виплати з.п,коли проходять виплати зп,коли проходять виплати зп,1,2026-03-31T10:51:41+03:00
2026-03-31T10:52:19+03:00,886657490,income_model,Чи потрібно надавати особисті дані?,чи потрібно надавати особисті дані,чи потрібно надавати особисті дані,1,2026-03-31T10:52:19+03:00
2026-03-31T10:53:02+03:00,886657490,income_model,"Тобто я можу надіслати фото,але закрити номер документа та підпис?",тобто я можу надіслати фотоале закрити номер документа та підпис,тобто я можу надіслати фотоале закрити номер документа та підпис,1,2026-03-31T10:53:02+03:00
2026-04-15T09:04:17+03:00,1250286333,income_model,Так можна,так можна,так можна,2,2026-04-15T09:04:17+03:00
2026-03-31T12:06:56+03:00,460616325,shift_close,В чому суть роботи? З ким вести чат?,в чому суть роботи з ким вести чат,в чому суть роботи з ким вести чат,1,2026-03-31T12:06:56+03:00
2026-03-31T12:08:19+03:00,460616325,objection_gate,Вести переписки з чоловіками?,вести переписки з чоловіками,вести переписки з чоловіками,1,2026-03-31T12:08:19+03:00
2026-03-31T12:31:27+03:00,732850083,value_hook,"Доброго дня. Що за навчання, у якому форматі проходить і ціна навчання?",доброго дня що за навчання у якому форматі проходить і ціна навчання,доброго дня що за навчання у якому форматі проходить і ціна навчання,1,2026-03-31T12:31:27+03:00
2026-03-31T12:37:52+03:00,732850083,objection_gate,"Не дуже мені зрозуміло що робити, але можно спробувати, думаю по навчанню все зрозумію. Для цього необхідно тільки ноутбук?",не дуже мені зрозуміло що робити але можно спробувати думаю по навчанню все зрозумію для цього необхідно тільки ноутбук,не дуже мені зрозуміло що робити але можно спробувати думаю по навчанню все зрозумію для цього необхідно тільки ноутбук,1,2026-03-31T12:37:52+03:00
2026-03-31T12:40:39+03:00,732850083,income_model,"Я правильно розумію, це сайт знайомств?",я правильно розумію це сайт знайомств,я правильно розумію це сайт знайомств,1,2026-03-31T12:40:39+03:00
2026-03-31T13:04:58+03:00,1910154075,value_hook,"Доброго дня, чим займається компанія? Офіційна робота чи ні?",доброго дня чим займається компанія офіційна робота чи ні,доброго дня чим займається компанія офіційна робота чи ні,1,2026-03-31T13:04:58+03:00
2026-03-31T13:06:02+03:00,1910154075,value_hook,Дейтинг в вашій компанії це що?,дейтинг в вашій компанії це що,дейтинг в вашій компанії це що,1,2026-03-31T13:06:02+03:00
2026-03-31T13:06:44+03:00,1910154075,value_hook,На тему?,на тему,на тему,1,2026-03-31T13:06:44+03:00
2026-03-31T13:07:11+03:00,1910154075,value_hook,Тема спілкування?,тема спілкування,тема спілкування,1,2026-03-31T13:07:11+03:00
2026-03-31T13:07:58+03:00,1910154075,value_hook,"Різна це яка про погоду, дні тижня...",різна це яка про погоду дні тижня,різна це яка про погоду дні тижня,1,2026-03-31T13:07:58+03:00
2026-03-31T13:36:51+03:00,636503097,shift_close,Чи можливої комбінований варіант?,чи можливої комбінований варіант,чи можливої комбінований варіант,1,2026-03-31T13:36:51+03:00
2026-03-31T13:57:46+03:00,5126363858,shift_close,"Розкажіть, будь ласка, деталі.",розкажіть будь ласка деталі,розкажіть будь ласка деталі,1,2026-03-31T13:57:46+03:00
2026-03-31T14:47:44+03:00,8090241638,shift_close,Думаю що денна,думаю що денна,думаю що денна,1,2026-03-31T14:47:44+03:00
2026-03-31T15:18:25+03:00,725641709,value_hook,Они?,они,они,1,2026-03-31T15:18:25+03:00
2026-03-31T15:18:40+03:00,725641709,value_hook,Онли?,онли,онли,1,2026-03-31T15:18:40+03:00
2026-03-31T15:22:32+03:00,1822300917,shift_close,В обьяве компанія конект солюшн. Куда она делась? Тут уже про другую компанію .не сходится,в обьяве компанія конект солюшн куда она делась тут уже про другую компанію не сходится,в обьяве компанія конект солюшн куда она делась тут уже про другую компанію не сходится,1,2026-03-31T15:22:32+03:00
2026-03-31T15:52:58+03:00,411898519,income_model,Який заробіток напочатку,який заробіток напочатку,який заробіток напочатку,1,2026-03-31T15:52:58+03:00
2026-03-31T15:54:29+03:00,411898519,income_model,"Розкажіть трохи детальніше що я маю роботи, спілкуватися з цими чоловіками від імені якихось жінок?",розкажіть трохи детальніше що я маю роботи спілкуватися з цими чоловіками від імені якихось жінок,розкажіть трохи детальніше що я маю роботи спілкуватися з цими чоловіками від імені якихось жінок,1,2026-03-31T15:54:29+03:00
2026-03-31T15:56:16+03:00,411898519,income_model,"Тобто обманювати іноземців тим що вони думають що спілкуються з жінками, але цих жінок не існує? Це гра на почуттях, ні??",тобто обманювати іноземців тим що вони думають що спілкуються з жінками але цих жінок не існує це гра на почуттях ні,тобто обманювати іноземців тим що вони думають що спілкуються з жінками але цих жінок не існує це гра на почуттях ні,1,2026-03-31T15:56:16+03:00
2026-03-31T15:57:34+03:00,384551531,value_hook,Яке саме спілкування!,яке саме спілкування,яке саме спілкування,1,2026-03-31T15:57:34+03:00
2026-03-31T15:58:37+03:00,384551531,value_hook,Спілкування з ким ? Іна які теми,спілкування з ким  іна які теми,спілкування з ким  іна які теми,1,2026-03-31T15:58:37+03:00
2026-03-31T16:18:54+03:00,1772542906,value_hook,"Я контакт видалила, дивно що у вас залишився....я не працюю в дейтінгу принципово.
Ви ж писали дейтінг, так?",я контакт видалила дивно що у вас залишивсяя не працюю в дейтінгу принципово ви ж писали дейтінг так,я контакт видалила дивно що у вас залишивсяя не працюю в дейтінгу принципово ви ж писали дейтінг так,1,2026-03-31T16:18:54+03:00
2026-03-31T16:20:47+03:00,1456871914,income_model,Трохи не розумію,трохи не розумію,трохи не розумію,1,2026-03-31T16:20:47+03:00
2026-03-31T16:21:44+03:00,1456871914,income_model,Що це за платформа,що це за платформа,що це за платформа,1,2026-03-31T16:21:44+03:00
2026-03-31T16:23:09+03:00,1456871914,income_model,Дейтинг це ?,дейтинг це,дейтинг це,1,2026-03-31T16:23:09+03:00
2026-03-31T16:23:53+03:00,1456871914,income_model,Сайти знайомств,сайти знайомств,сайти знайомств,1,2026-03-31T16:23:53+03:00
2026-03-31T16:31:40+03:00,896435857,income_model,"Дякую. Комунікація голосова, чи текстова в чаті?",дякую комунікація голосова чи текстова в чаті,дякую комунікація голосова чи текстова в чаті,1,2026-03-31T16:31:40+03:00
2026-03-31T16:41:55+03:00,7157107125,form_handoff,З тилифона підійде працуват?ь,з тилифона підійде працувать,з тилифона підійде працувать,1,2026-03-31T16:41:55+03:00
2026-03-31T16:42:13+03:00,7157107125,form_handoff,З тилифона підійде працуват?,з тилифона підійде працуват,з тилифона підійде працуват,1,2026-03-31T16:42:13+03:00
2026-03-31T16:53:57+03:00,7414769905,form_handoff,В який час буде проходити навчання?,в який час буде проходити навчання,в який час буде проходити навчання,1,2026-03-31T16:53:57+03:00
2026-03-31T17:50:27+03:00,663994107,income_model,Анкети вже готові? Надання матеріалів ?,анкети вже готові надання матеріалів,анкети вже готові надання матеріалів,1,2026-03-31T17:50:27+03:00
2026-03-31T17:51:04+03:00,663994107,income_model,Мова спілкування?,мова спілкування,мова спілкування,1,2026-03-31T17:51:04+03:00
